frame, steps, L_IAS, L_IPS, R_IAS, R_IPS, R_FLE, R_FME, R_FTC, R_FAL, R_FAX, R_TAM, R_TTC, R_FCC, R_FM1, R_FM2, R_FM5, L_FLE, L_FME, L_FTC, L_FAL, L_FAX, L_TAM, L_TTC, L_FCC, L_FM1, L_FM2, L_FM5, LV1, LV3, MAI, SXS, CV7, SJN, TV2, L_HEAD, R_HEAD, SGL, R_HLE, R_HUM, R_SAE, R_RSP, R_USP, R_HM2, L_HLE, L_HUM, L_SAE, L_RSP, L_USP, L_HM2
510, 200, 0.0145079, 0.020975, 0.0118394, 0.021285, 0.0104711, 0.0128011, 0.00870111, 0.00886742, 0.00830854, 0.00676303, 0.00928631, 0.0101499, 0.00628522, 0.00599383, 0.00498423, 0.00807559, 0.00847035, 0.0060836, 0.00693417, 0.00657321, 0.00576729, 0.00715054, 0.00848547, 0.00388318, 0.00322185, 0.00178197, 0.0285567, 0.0223773, 0.0598429, 0.04701, 0.0274373, 0.0487452, 0.0148094, 0.022493, 0.0313752, 0.0198763, 0.0863686, 0.0673036, 0.0276143, 0.0307031, 0.0193157, 0.0169809, 0.0773725, 0.077486, 0.0450624, 0.024972, 0.0108529, 0.0110234
511, 200, 0.0144515, 0.0209365, 0.0117697, 0.0212598, 0.0104477, 0.0128233, 0.00873313, 0.00891533, 0.00834089, 0.00677036, 0.00928763, 0.0101775, 0.00628604, 0.00601935, 0.00499582, 0.00805653, 0.00844657, 0.0061156, 0.00696906, 0.00654542, 0.00578037, 0.00713455, 0.0085156, 0.00385889, 0.00320765, 0.00175204, 0.0286412, 0.0223765, 0.0600177, 0.0471517, 0.0274312, 0.0488005, 0.0147806, 0.0225871, 0.0314127, 0.0199714, 0.0863516, 0.0673011, 0.0276082, 0.0307869, 0.0193957, 0.0170092, 0.0774179, 0.0775085, 0.0450329, 0.0250316, 0.0109981, 0.0110992
512, 200, 0.0144212, 0.0209713, 0.0117028, 0.0212591, 0.0104373, 0.0128638, 0.00875779, 0.00892627, 0.0083585, 0.00679885, 0.00932967, 0.0101944, 0.00629248, 0.00601463, 0.00499434, 0.00805085, 0.00844057, 0.00614442, 0.0069825, 0.00657931, 0.00573459, 0.00716229, 0.00852675, 0.00385368, 0.00316079, 0.00175451, 0.0285575, 0.0224008, 0.0601502, 0.0472048, 0.0274535, 0.0489054, 0.0147211, 0.0226815, 0.0314493, 0.0200939, 0.0863584, 0.0673307, 0.0275655, 0.0308598, 0.0194838, 0.0170991, 0.0774796, 0.0775473, 0.0450276, 0.0251646, 0.0110711, 0.0111177
513, 200, 0.0143665, 0.0209494, 0.0116361, 0.0212886, 0.0104291, 0.0128908, 0.00880594, 0.00895421, 0.00837648, 0.00683108, 0.00935515, 0.0102177, 0.00628733, 0.00601471, 0.00498667, 0.00805365, 0.00845164, 0.00621865, 0.00696984, 0.00656524, 0.00578678, 0.00716172, 0.00855894, 0.00384057, 0.00313671, 0.00174296, 0.0285921, 0.022421, 0.0603388, 0.0474013, 0.0274202, 0.0489873, 0.0147005, 0.0227443, 0.0315355, 0.0201087, 0.0863992, 0.067363, 0.0275588, 0.0309579, 0.0195382, 0.0172201, 0.0777207, 0.0776009, 0.0451137, 0.0251827, 0.0110929, 0.0111665
514, 200, 0.0143084, 0.0209182, 0.0115235, 0.0212338, 0.0104206, 0.012909, 0.00882166, 0.00899243, 0.00842117, 0.00684076, 0.00938412, 0.0102499, 0.00629915, 0.00600642, 0.00498655, 0.0080393, 0.00843925, 0.00626659, 0.00697375, 0.00655896, 0.0058028, 0.00719142, 0.00855341, 0.00380115, 0.00314554, 0.00174408, 0.0286652, 0.0224246, 0.0604687, 0.0474457, 0.0274196, 0.0490344, 0.0146541, 0.0228164, 0.031563, 0.0201634, 0.0863494, 0.0673509, 0.0274947, 0.0309662, 0.0196823, 0.0172511, 0.0775721, 0.0776766, 0.0450864, 0.0252802, 0.0111286, 0.0111688
515, 200, 0.0142672, 0.0208859, 0.0114051, 0.0212505, 0.0104243, 0.0129427, 0.00883524, 0.00901949, 0.00842474, 0.00684945, 0.00943093, 0.0102522, 0.00628858, 0.00602848, 0.00497595, 0.00803933, 0.00844401, 0.00629707, 0.00698819, 0.00655594, 0.0058178, 0.00717871, 0.00857324, 0.00381249, 0.00309152, 0.001746, 0.0285958, 0.0224253, 0.0605601, 0.0475118, 0.0274109, 0.0491113, 0.0146198, 0.0229313, 0.0316365, 0.0202811, 0.0863699, 0.0673708, 0.0274392, 0.0310477, 0.0197581, 0.0173116, 0.0776179, 0.0777221, 0.045112, 0.0253312, 0.0110818, 0.0112091
516, 200, 0.0142245, 0.0208957, 0.0113005, 0.0212475, 0.0104346, 0.0129737, 0.00888595, 0.00902833, 0.00846402, 0.0068777, 0.00947806, 0.0102918, 0.00630072, 0.00603337, 0.00498939, 0.00803778, 0.00845765, 0.0063274, 0.00702586, 0.00656305, 0.00581309, 0.00722752, 0.00860123, 0.00378766, 0.00307914, 0.00169897, 0.0286798, 0.0224076, 0.0607009, 0.0477031, 0.0273623, 0.0491735, 0.0145723, 0.0229835, 0.0316523, 0.0203444, 0.0863762, 0.0674019, 0.0274354, 0.031118, 0.0197794, 0.0174154, 0.0776449, 0.0777684, 0.0451802, 0.0253835, 0.0110983, 0.0112651
517, 200, 0.0141857, 0.0209308, 0.011164, 0.0212468, 0.0104237, 0.0129785, 0.00893404, 0.00907352, 0.0084784, 0.00690299, 0.00949562, 0.0103276, 0.00630528, 0.00601816, 0.00498672, 0.00803853, 0.00846686, 0.00635754, 0.00703202, 0.00655217, 0.00582506, 0.00724825, 0.00862098, 0.00380592, 0.00304966, 0.00170677, 0.0285713, 0.0224108, 0.0608237, 0.0477544, 0.0273638, 0.0492525, 0.014548, 0.0230676, 0.0316747, 0.0203807, 0.0863677, 0.0674094, 0.0273736, 0.0312082, 0.0198359, 0.0174588, 0.0776695, 0.0777986, 0.0451802, 0.0254023, 0.0111245, 0.0112915
518, 200, 0.014152, 0.0208876, 0.0110309, 0.0212449, 0.0104315, 0.0130067, 0.00895711, 0.00908339, 0.00851147, 0.00690093, 0.00954843, 0.0103382, 0.00632715, 0.00601389, 0.00497978, 0.00803601, 0.00848408, 0.00637399, 0.00706188, 0.00653502, 0.00582836, 0.0072477, 0.00862865, 0.00379327, 0.00303602, 0.001697, 0.0287007, 0.0223731, 0.0609594, 0.0478233, 0.027369, 0.0493148, 0.0145422, 0.0231557, 0.0317087, 0.0204242, 0.0864117, 0.0674122, 0.0273345, 0.0312826, 0.0198596, 0.0175264, 0.0776922, 0.0778388, 0.0452361, 0.0254173, 0.0111643, 0.011297
519, 200, 0.0141006, 0.0208598, 0.0109497, 0.0212608, 0.0104231, 0.013011, 0.0089725, 0.00910086, 0.00852691, 0.0069006, 0.00957532, 0.0103617, 0.00632859, 0.00602213, 0.00499107, 0.0080407, 0.00849591, 0.00642112, 0.0070528, 0.00656232, 0.00582465, 0.00724439, 0.00863038, 0.0037585, 0.00302456, 0.00171248, 0.0287056, 0.0223445, 0.0611513, 0.0479106, 0.0273984, 0.0494487, 0.0145145, 0.0232196, 0.0317253, 0.0204236, 0.0864343, 0.0674396, 0.0272377, 0.0312956, 0.0198874, 0.0176607, 0.0776693, 0.0778063, 0.0451855, 0.0254384, 0.011301, 0.0113706
520, 200, 0.0140967, 0.0208642, 0.0108586, 0.0212498, 0.0104194, 0.0130205, 0.00896786, 0.00914401, 0.00855694, 0.00692573, 0.00958022, 0.0103663, 0.00633644, 0.0060253, 0.00499304, 0.00803223, 0.00850827, 0.0064531, 0.00706512, 0.00654604, 0.00580201, 0.00726009, 0.00863834, 0.00378623, 0.00300743, 0.00169967, 0.0287019, 0.022331, 0.0612789, 0.047987, 0.0274106, 0.0494885, 0.0144918, 0.0232309, 0.031689, 0.020385, 0.0863811, 0.0674377, 0.0272071, 0.0313317, 0.0199264, 0.0177086, 0.077687, 0.077837, 0.0452223, 0.025431, 0.011269, 0.011354
521, 200, 0.0140577, 0.0208764, 0.0108179, 0.0212181, 0.0104047, 0.0130209, 0.00899278, 0.00913111, 0.00853855, 0.00691807, 0.00958196, 0.0104272, 0.0063441, 0.00600439, 0.00497433, 0.00803479, 0.00852463, 0.00649225, 0.00705346, 0.00656959, 0.00581136, 0.00724773, 0.00865384, 0.00378146, 0.0029992, 0.00168276, 0.0287173, 0.0223665, 0.0613916, 0.0480807, 0.0273919, 0.0494837, 0.0144799, 0.0232814, 0.0317048, 0.0203804, 0.0863756, 0.067445, 0.0271857, 0.0313519, 0.0199536, 0.0177512, 0.077708, 0.0778491, 0.0452196, 0.0254183, 0.0112516, 0.0113753
522, 200, 0.014032, 0.0207994, 0.010771, 0.0211335, 0.010398, 0.0130299, 0.00902226, 0.00917231, 0.00858024, 0.00693717, 0.0096183, 0.0103897, 0.00630916, 0.00600304, 0.00498543, 0.00801364, 0.00852431, 0.00648672, 0.00706398, 0.00658448, 0.00579552, 0.00724276, 0.00864273, 0.00377466, 0.00297922, 0.00169034, 0.0288625, 0.0223531, 0.0615498, 0.0481484, 0.0274225, 0.0495523, 0.0144508, 0.0233303, 0.031751, 0.020393, 0.086429, 0.0674308, 0.0271421, 0.0313623, 0.01998, 0.0178094, 0.0777014, 0.0778693, 0.0452725, 0.0254317, 0.0112424, 0.0113863
523, 200, 0.0140012, 0.0208197, 0.0107006, 0.021088, 0.0103947, 0.0130399, 0.00903052, 0.0091916, 0.00859633, 0.00692248, 0.0096425, 0.0104073, 0.00632543, 0.00598428, 0.00497987, 0.00801087, 0.00853819, 0.00652082, 0.00709394, 0.00656583, 0.00581852, 0.00722615, 0.00863413, 0.00375734, 0.00295051, 0.00168649, 0.0288003, 0.022349, 0.0615675, 0.0482646, 0.027405, 0.0495541, 0.0144447, 0.0233559, 0.0317207, 0.0204095, 0.0863777, 0.0674545, 0.0271201, 0.0313633, 0.0200292, 0.0177964, 0.0777197, 0.0778785, 0.0452968, 0.0254297, 0.0112282, 0.0113557
524, 200, 0.0139725, 0.0207725, 0.0105862, 0.0210114, 0.0103928, 0.0130403, 0.00904825, 0.00920664, 0.00861878, 0.00694771, 0.00964178, 0.0104489, 0.00633543, 0.00596481, 0.00495326, 0.00799066, 0.00854124, 0.00653541, 0.00710411, 0.00656602, 0.00582025, 0.00721507, 0.00864376, 0.00374956, 0.00293056, 0.00170042, 0.0287855, 0.022358, 0.0616807, 0.0483813, 0.0273855, 0.0495546, 0.0144229, 0.0233943, 0.0317295, 0.0204175, 0.0863776, 0.0674431, 0.0271152, 0.0313614, 0.0200822, 0.017829, 0.0777098, 0.0778956, 0.0453022, 0.0253989, 0.0112133, 0.0113245
525, 200, 0.0139597, 0.0207371, 0.0104939, 0.0209719, 0.0103812, 0.0130287, 0.00911596, 0.0092176, 0.00861926, 0.00693977, 0.00965289, 0.0104415, 0.00630559, 0.00596424, 0.00494855, 0.00796479, 0.00854396, 0.00656704, 0.00701447, 0.00654223, 0.0058116, 0.0072512, 0.00864236, 0.00374143, 0.00292911, 0.00170285, 0.0287883, 0.0223311, 0.0617887, 0.0484474, 0.0273754, 0.0495439, 0.0143904, 0.0234409, 0.031746, 0.0203974, 0.0863788, 0.0674142, 0.0271276, 0.0313539, 0.0201123, 0.0178448, 0.077753, 0.0779127, 0.0453663, 0.0253452, 0.0110976, 0.0113088
526, 200, 0.013907, 0.0207338, 0.0104544, 0.0209447, 0.0103703, 0.0130281, 0.00914078, 0.00924116, 0.00859596, 0.00695149, 0.0096598, 0.0104506, 0.00629876, 0.00593981, 0.00493322, 0.00794457, 0.00854238, 0.00659393, 0.00704581, 0.00653583, 0.00582353, 0.00720985, 0.00863956, 0.00372931, 0.00288938, 0.00168213, 0.0287691, 0.0223286, 0.0618988, 0.0484996, 0.0273602, 0.0495643, 0.0143237, 0.0234505, 0.0317393, 0.0203782, 0.0863596, 0.0674275, 0.0270936, 0.0313779, 0.0201227, 0.0178513, 0.0777866, 0.0779282, 0.0453958, 0.0252832, 0.0110699, 0.0112851
527, 200, 0.0138903, 0.0206702, 0.0104061, 0.0209092, 0.0103576, 0.0130269, 0.0091751, 0.00925567, 0.00860407, 0.00695276, 0.00967333, 0.0104517, 0.00627759, 0.00592032, 0.00491243, 0.00791791, 0.00853534, 0.00664466, 0.00704836, 0.00653269, 0.00583373, 0.0072164, 0.00862777, 0.00370218, 0.00288466, 0.00165547, 0.0287336, 0.0223121, 0.061985, 0.0486233, 0.0273731, 0.0495434, 0.0142873, 0.0234264, 0.0317453, 0.0203571, 0.0863531, 0.0674342, 0.0270837, 0.0314032, 0.0201957, 0.0177532, 0.0778014, 0.0779598, 0.0454074, 0.0252408, 0.0110329, 0.0112499
528, 200, 0.0138546, 0.0206749, 0.0103502, 0.0208965, 0.0103384, 0.0130238, 0.00919225, 0.0092263, 0.00858622, 0.00700286, 0.00967494, 0.0104865, 0.00629072, 0.00589027, 0.00489076, 0.00790152, 0.0085383, 0.00665973, 0.00706016, 0.00650711, 0.00588496, 0.00721435, 0.00863701, 0.00367717, 0.00285713, 0.00166029, 0.0287538, 0.0223164, 0.0620727, 0.0486166, 0.0273768, 0.0495912, 0.0142645, 0.0234339, 0.0317308, 0.0203503, 0.0863253, 0.067467, 0.0271094, 0.0314543, 0.0201924, 0.0177704, 0.0778185, 0.0779635, 0.045447, 0.0252344, 0.0110621, 0.0111956
529, 200, 0.0138373, 0.0206788, 0.0103174, 0.0208767, 0.0103165, 0.0130252, 0.00925782, 0.00924602, 0.00859922, 0.0069583, 0.00968078, 0.0104524, 0.00626187, 0.00585914, 0.00488206, 0.00788492, 0.00853978, 0.00668849, 0.00709246, 0.00649831, 0.00579516, 0.00719691, 0.00866973, 0.00368408, 0.00282123, 0.00162269, 0.0287641, 0.0223184, 0.0621148, 0.0486935, 0.0273626, 0.0495725, 0.0142426, 0.023507, 0.0317435, 0.0202336, 0.0863291, 0.067461, 0.0271323, 0.0314524, 0.0201371, 0.0177769, 0.0778664, 0.0779918, 0.0454776, 0.0252251, 0.010992, 0.0111448
530, 200, 0.0137943, 0.0206608, 0.0102733, 0.0208884, 0.010292, 0.0130176, 0.00929247, 0.0092763, 0.00855941, 0.00697233, 0.00966631, 0.0104516, 0.00622856, 0.00582709, 0.00486147, 0.00787388, 0.00854597, 0.00670463, 0.00708082, 0.00650142, 0.0058282, 0.0072058, 0.00865475, 0.00367287, 0.00279227, 0.00162659, 0.0287525, 0.0223147, 0.0621839, 0.0487133, 0.0273215, 0.0495707, 0.0142075, 0.0235422, 0.0317164, 0.0202405, 0.0863234, 0.0674772, 0.0271152, 0.0314687, 0.0201541, 0.0177516, 0.0778726, 0.0779966, 0.0454599, 0.0252326, 0.0109258, 0.0111711
531, 200, 0.0137403, 0.0205785, 0.0101291, 0.0207846, 0.0102755, 0.0130268, 0.0093043, 0.00925561, 0.00856642, 0.00700118, 0.00968852, 0.0104538, 0.00622884, 0.00581131, 0.00484162, 0.00786082, 0.00855269, 0.00673885, 0.00709211, 0.00649578, 0.0058326, 0.00719583, 0.00865928, 0.00366485, 0.00274765, 0.00159565, 0.0288107, 0.0222783, 0.0622829, 0.0487705, 0.0273348, 0.049584, 0.0141695, 0.0235452, 0.0317158, 0.0202496, 0.0863214, 0.0674713, 0.0271246, 0.0314858, 0.0201173, 0.0177429, 0.0778989, 0.0780007, 0.0454527, 0.0251952, 0.0109339, 0.0111529
532, 200, 0.0137057, 0.0206016, 0.0100508, 0.0208023, 0.0102422, 0.0130128, 0.00931568, 0.00925583, 0.00853532, 0.00700142, 0.00966532, 0.0104697, 0.00623914, 0.00578441, 0.00484753, 0.00783462, 0.00854035, 0.00675585, 0.00709573, 0.00648282, 0.00581893, 0.00721339, 0.00865929, 0.0036487, 0.00273472, 0.00161524, 0.0286888, 0.0222762, 0.062339, 0.0487575, 0.0273663, 0.0496215, 0.0141669, 0.0235967, 0.0317045, 0.02023, 0.0863455, 0.0674426, 0.0271298, 0.0314862, 0.0200973, 0.0177273, 0.077904, 0.0779924, 0.0454455, 0.0251458, 0.0109659, 0.0111349
533, 200, 0.0136747, 0.0205515, 0.0100063, 0.0207204, 0.0102276, 0.0130163, 0.00931189, 0.00928301, 0.00855807, 0.00699921, 0.00968414, 0.0104517, 0.00623409, 0.00575958, 0.00484534, 0.00783107, 0.00854467, 0.00679111, 0.00710051, 0.00649423, 0.00583718, 0.00720984, 0.0086668, 0.00364601, 0.00271934, 0.00159476, 0.0287071, 0.0222437, 0.062361, 0.0488237, 0.0273555, 0.0495987, 0.0141228, 0.0235987, 0.0316768, 0.0202437, 0.0862814, 0.0674786, 0.0271878, 0.0314449, 0.0200323, 0.0176845, 0.077899, 0.0780289, 0.0454363, 0.0250875, 0.0109314, 0.0111556
534, 200, 0.0136263, 0.0205051, 0.00993919, 0.020634, 0.0102132, 0.0130212, 0.009342, 0.00924299, 0.00854793, 0.00703015, 0.0096766, 0.0104795, 0.00622762, 0.00573997, 0.00480737, 0.00781914, 0.00854681, 0.00678425, 0.00710628, 0.00648716, 0.00583328, 0.00719571, 0.00866885, 0.00362016, 0.00270821, 0.00159184, 0.0287207, 0.0221894, 0.0624055, 0.0488481, 0.0273483, 0.0496084, 0.0140818, 0.0236408, 0.0316883, 0.0202063, 0.0862824, 0.0674689, 0.0271592, 0.0314272, 0.0200076, 0.0176662, 0.0779036, 0.0780259, 0.0454929, 0.0250675, 0.0108003, 0.0111056
535, 200, 0.0136422, 0.0204737, 0.00990121, 0.020644, 0.0101928, 0.013007, 0.00936441, 0.00926169, 0.00853093, 0.00702402, 0.00968557, 0.0104762, 0.00620402, 0.00571959, 0.00480645, 0.00781881, 0.00855642, 0.00678402, 0.00710913, 0.00648829, 0.00585406, 0.007186, 0.00868306, 0.00360735, 0.00269926, 0.00158579, 0.02869, 0.0221757, 0.0623876, 0.0488602, 0.0273397, 0.0495925, 0.0140479, 0.0236742, 0.0316694, 0.0201833, 0.0862631, 0.0674596, 0.0271952, 0.0313798, 0.0199926, 0.0176623, 0.0778807, 0.0780487, 0.0454644, 0.0250578, 0.0108465, 0.0110758
536, 200, 0.0136013, 0.0204532, 0.00988467, 0.0205755, 0.0101714, 0.0129887, 0.00936495, 0.00926388, 0.00851235, 0.00699101, 0.00965853, 0.0104951, 0.00621444, 0.00569678, 0.00480647, 0.00779711, 0.00854614, 0.00681475, 0.00708069, 0.00649842, 0.00582592, 0.00719203, 0.00867359, 0.00360604, 0.00268659, 0.00158274, 0.0286552, 0.0221246, 0.0623406, 0.0488176, 0.0273652, 0.0495271, 0.014023, 0.0237051, 0.0316185, 0.0200865, 0.0861819, 0.0673907, 0.0270879, 0.0313108, 0.0199312, 0.017641, 0.0775089, 0.0780941, 0.04542, 0.0250946, 0.0107949, 0.0110484
537, 200, 0.0135829, 0.0204811, 0.00980939, 0.0206124, 0.0101452, 0.012979, 0.00938428, 0.00922955, 0.00848899, 0.00703244, 0.00965998, 0.0104603, 0.00618215, 0.00566689, 0.00479195, 0.00778262, 0.00853831, 0.00681937, 0.00709869, 0.00649735, 0.00582625, 0.00718451, 0.00867935, 0.00360841, 0.00265815, 0.00157694, 0.0285842, 0.0221241, 0.0623106, 0.0487678, 0.0273684, 0.0495155, 0.0140192, 0.0237276, 0.0316089, 0.0200404, 0.0861397, 0.0674116, 0.0270496, 0.0313009, 0.0198925, 0.0176379, 0.0774812, 0.078111, 0.0454193, 0.0250539, 0.0107829, 0.0110236
538, 200, 0.0135335, 0.0204191, 0.00976757, 0.0205511, 0.0101181, 0.012961, 0.00938746, 0.00925408, 0.00846972, 0.0070437, 0.00964161, 0.0104614, 0.00617694, 0.00561163, 0.00475578, 0.00777102, 0.00853875, 0.00684077, 0.00709362, 0.00648238, 0.00586476, 0.00719123, 0.00869079, 0.0035892, 0.00265019, 0.0015542, 0.0286245, 0.0221, 0.0623846, 0.04882, 0.0273391, 0.0495467, 0.0139948, 0.0237532, 0.0316655, 0.0199848, 0.0861349, 0.0674352, 0.0271143, 0.031292, 0.0198495, 0.0176691, 0.0778143, 0.0780651, 0.0455359, 0.0249154, 0.010741, 0.0109235
539, 200, 0.0135243, 0.0204408, 0.00972261, 0.0205707, 0.0100817, 0.0129226, 0.00939094, 0.00922022, 0.00843782, 0.00704216, 0.00964471, 0.0104631, 0.00614563, 0.00557162, 0.00472782, 0.00775207, 0.00852976, 0.00687083, 0.0070807, 0.00647432, 0.00586218, 0.00717886, 0.00870453, 0.00357985, 0.00264046, 0.00151139, 0.028593, 0.022074, 0.0623398, 0.0488107, 0.0273478, 0.0495541, 0.0139911, 0.0237458, 0.0316768, 0.0199415, 0.0861272, 0.0673846, 0.0270918, 0.0313053, 0.0198001, 0.0176153, 0.0778068, 0.0780893, 0.0455347, 0.0248678, 0.0107299, 0.0108878
540, 200, 0.0135243, 0.0204232, 0.00971206, 0.020531, 0.0100543, 0.0128947, 0.00936501, 0.00923418, 0.00843814, 0.0070585, 0.00958967, 0.0104752, 0.0061597, 0.00552503, 0.00470025, 0.00773461, 0.00852416, 0.0068825, 0.00706211, 0.00646516, 0.00585594, 0.0071996, 0.00869392, 0.00358285, 0.00262025, 0.00152839, 0.0285448, 0.0220453, 0.0623581, 0.0487993, 0.027322, 0.0495531, 0.0139664, 0.0237479, 0.0316672, 0.0198624, 0.0860834, 0.0673615, 0.0270573, 0.0313128, 0.0197932, 0.0176166, 0.0778101, 0.0780961, 0.0455877, 0.0248295, 0.0106554, 0.0108623
541, 200, 0.0134587, 0.0203167, 0.00963508, 0.020428, 0.0100237, 0.0128664, 0.00938219, 0.00925264, 0.00839871, 0.00704589, 0.00957497, 0.0104649, 0.00612558, 0.0054939, 0.00467641, 0.00773157, 0.00852486, 0.00687087, 0.00709339, 0.00645134, 0.00587217, 0.0072074, 0.00870957, 0.00355732, 0.00261485, 0.00154854, 0.0286378, 0.0219809, 0.0623333, 0.0487783, 0.0273018, 0.0495323, 0.0139176, 0.0237504, 0.0316157, 0.0197766, 0.0860087, 0.0672983, 0.0269798, 0.0312942, 0.0196932, 0.0176029, 0.0774507, 0.0781522, 0.0454517, 0.0248386, 0.010538, 0.0109603
542, 200, 0.0134543, 0.0203778, 0.00962723, 0.0204525, 0.00999494, 0.0128314, 0.00936822, 0.00922439, 0.00835359, 0.00702527, 0.00957698, 0.010454, 0.00611309, 0.00543471, 0.00464216, 0.00771946, 0.00852219, 0.00689593, 0.00707928, 0.00645306, 0.00590094, 0.00720395, 0.00871034, 0.00354781, 0.00258947, 0.00152102, 0.0285078, 0.0219612, 0.0623458, 0.0488289, 0.0273088, 0.0496222, 0.0139142, 0.0237295, 0.0316665, 0.019795, 0.0860421, 0.0673008, 0.0270463, 0.0313246, 0.0197034, 0.0176144, 0.077793, 0.0781352, 0.0456107, 0.0246911, 0.0105175, 0.0108204
543, 200, 0.0134553, 0.0203638, 0.00960635, 0.0204319, 0.00995772, 0.0127934, 0.00934618, 0.0092273, 0.0083576, 0.00700834, 0.00954837, 0.0104399, 0.00607702, 0.00539278, 0.00460594, 0.00770155, 0.00850201, 0.00690149, 0.0070749, 0.00643861, 0.00589729, 0.00720622, 0.00871359, 0.00356131, 0.00255774, 0.00150688, 0.0284475, 0.0219365, 0.0623514, 0.0488347, 0.0273229, 0.0496386, 0.0139153, 0.0237366, 0.0316623, 0.0197765, 0.0860545, 0.0672808, 0.0270305, 0.0313294, 0.0196873, 0.0176343, 0.0778159, 0.0781294, 0.0456382, 0.0246663, 0.0104729, 0.0107968
544, 200, 0.0134942, 0.0203789, 0.00962976, 0.0204537, 0.00992266, 0.0127572, 0.00932663, 0.00918019, 0.00831535, 0.00703696, 0.00953565, 0.0104403, 0.00606685, 0.00533795, 0.00458391, 0.00768866, 0.0084955, 0.00689603, 0.00707914, 0.00642984, 0.00590755, 0.00720779, 0.00871909, 0.00354557, 0.00254139, 0.0015098, 0.0282751, 0.0219324, 0.0622611, 0.0487905, 0.0272976, 0.0495966, 0.0139113, 0.0237178, 0.0316353, 0.0197809, 0.0859793, 0.0672877, 0.0270825, 0.0313181, 0.0196571, 0.0175948, 0.0778005, 0.078121, 0.0456557, 0.0246119, 0.010455, 0.0107486
545, 200, 0.0134392, 0.0203013, 0.00963407, 0.0203808, 0.00989052, 0.0127276, 0.00930106, 0.0092088, 0.00828747, 0.00705789, 0.00954449, 0.0104304, 0.00603911, 0.00529797, 0.0045577, 0.00769949, 0.00850058, 0.00691495, 0.00710696, 0.00642071, 0.00593467, 0.00720924, 0.00872892, 0.00354896, 0.00253584, 0.00150441, 0.0284129, 0.0218872, 0.0623384, 0.0488502, 0.027307, 0.0495973, 0.0138647, 0.0237456, 0.0315784, 0.0197402, 0.0859474, 0.0672717, 0.0269776, 0.0313316, 0.0199675, 0.0175888, 0.077851, 0.0781951, 0.0457221, 0.0245682, 0.010368, 0.0106821
546, 200, 0.0134255, 0.0202724, 0.00957484, 0.020353, 0.00986047, 0.0126938, 0.00927461, 0.00919017, 0.00827107, 0.00706788, 0.00951932, 0.0104465, 0.00602565, 0.00524111, 0.00453626, 0.00768905, 0.00848668, 0.00691093, 0.00704616, 0.00643704, 0.00592456, 0.00720134, 0.00872385, 0.0035336, 0.00252828, 0.00152003, 0.0284648, 0.0218369, 0.0623309, 0.0488093, 0.0273035, 0.0495969, 0.0138693, 0.0237504, 0.0315827, 0.0197446, 0.0859672, 0.0672745, 0.0269889, 0.0313176, 0.0199538, 0.017572, 0.077843, 0.0781903, 0.0457394, 0.0245649, 0.0103301, 0.0106433
547, 200, 0.0134192, 0.020297, 0.0095841, 0.0204245, 0.00980968, 0.0126547, 0.00925479, 0.0091779, 0.00824897, 0.00703286, 0.00948037, 0.0104412, 0.00598496, 0.00522847, 0.00450178, 0.00769038, 0.0084654, 0.00690545, 0.00708533, 0.00643967, 0.005901, 0.00722139, 0.00873623, 0.00351079, 0.00253005, 0.00148938, 0.0282454, 0.0218347, 0.0622571, 0.0488358, 0.0272978, 0.0496082, 0.0138761, 0.0237768, 0.0315671, 0.0197303, 0.0859877, 0.067264, 0.0269863, 0.0312861, 0.0199388, 0.0175454, 0.0778324, 0.0781971, 0.0457692, 0.0245435, 0.010296, 0.0105806
548, 200, 0.0133595, 0.0202708, 0.00956844, 0.020375, 0.00976995, 0.0126213, 0.00926906, 0.00916063, 0.00823323, 0.00703491, 0.00946433, 0.010433, 0.00596252, 0.00517039, 0.00448779, 0.00769582, 0.00846182, 0.00690625, 0.00706224, 0.0064319, 0.00600787, 0.00720781, 0.00871334, 0.00349868, 0.0025362, 0.00152205, 0.028316, 0.0217718, 0.0623154, 0.0488317, 0.0272761, 0.0495622, 0.0138464, 0.0237815, 0.031595, 0.0196869, 0.0859816, 0.0672547, 0.0269902, 0.0312478, 0.0199127, 0.0175391, 0.0778186, 0.0782082, 0.0457911, 0.0245182, 0.0102441, 0.0105379
549, 200, 0.0133602, 0.0203152, 0.00955055, 0.0203745, 0.00972919, 0.0125821, 0.00923117, 0.00914119, 0.00822207, 0.00705228, 0.0094547, 0.0104191, 0.00594086, 0.00511293, 0.00446538, 0.00771063, 0.00845814, 0.00690288, 0.00704729, 0.00644793, 0.00592592, 0.00720026, 0.00874087, 0.00351388, 0.00251264, 0.00149432, 0.0281865, 0.0217833, 0.0622937, 0.0488358, 0.0272918, 0.049541, 0.0138386, 0.0237448, 0.0316085, 0.0196802, 0.0859764, 0.0672443, 0.0270104, 0.0311973, 0.0199245, 0.0175353, 0.077834, 0.0782437, 0.0458012, 0.0244806, 0.0101823, 0.0104957
