frame, steps, L_IAS, L_IPS, R_IAS, R_IPS, R_FLE, R_FME, R_FTC, R_FAL, R_FAX, R_TAM, R_TTC, R_FCC, R_FM1, R_FM2, R_FM5, L_FLE, L_FME, L_FTC, L_FAL, L_FAX, L_TAM, L_TTC, L_FCC, L_FM1, L_FM2, L_FM5, LV1, LV3, MAI, SXS, CV7, SJN, TV2, L_HEAD, R_HEAD, SGL, R_HLE, R_HUM, R_SAE, R_RSP, R_USP, R_HM2, L_HLE, L_HUM, L_SAE, L_RSP, L_USP, L_HM2
6042, 200, 0.00738975, 0.0446887, 0.0108249, 0.0489828, 0.0449428, 0.0291137, 0.0487822, 0.0168259, 0.025644, 0.0194339, 0.0435731, 0.0314396, 0.0188432, 0.0257584, 0.0191223, 0.0440762, 0.0251435, 0.029076, 0.0213133, 0.0343742, 0.0198928, 0.0471125, 0.0323883, 0.0174372, 0.0230552, 0.0182665, 0.0179125, 0.0183719, 0.0371466, 0.013097, 0.0305628, 0.0331363, 0.0232377, 0.0108416, 0.0201388, 0.00792703, 0.0526254, 0.0475842, 0.0244209, 0.0142277, 0.0111762, 0.00671565, 0.0598712, 0.065746, 0.0382598, 0.00751448, 0.00661176, 0.00202795
6043, 200, 0.00731538, 0.0457715, 0.0108907, 0.0486219, 0.044797, 0.0287817, 0.0486828, 0.0168849, 0.0257791, 0.019431, 0.043563, 0.0314245, 0.0188223, 0.0256802, 0.0190771, 0.0438896, 0.0248497, 0.0290267, 0.0207774, 0.034398, 0.0198175, 0.0470982, 0.0323598, 0.0173357, 0.0229055, 0.0183962, 0.0178215, 0.0182072, 0.0370462, 0.0129734, 0.0305, 0.0330287, 0.0232096, 0.0106222, 0.0199683, 0.00807414, 0.0522422, 0.0475147, 0.0245539, 0.0141282, 0.0110194, 0.0066195, 0.0596684, 0.0654319, 0.0380579, 0.00746792, 0.00651586, 0.00200715
6044, 200, 0.00723458, 0.0455574, 0.0107176, 0.0484094, 0.044668, 0.0283411, 0.0486725, 0.0169611, 0.025898, 0.0194288, 0.0435746, 0.0314216, 0.0188041, 0.0256185, 0.0190048, 0.0438828, 0.0247627, 0.0290308, 0.0207155, 0.0343892, 0.0197794, 0.0469915, 0.0322985, 0.0173049, 0.0227584, 0.0183035, 0.0175382, 0.0179347, 0.0367848, 0.0127314, 0.0304462, 0.0328611, 0.0232131, 0.010457, 0.0200763, 0.0081873, 0.0517573, 0.0473346, 0.0246721, 0.013975, 0.0109707, 0.00653842, 0.0594154, 0.0652247, 0.037843, 0.00747549, 0.00651901, 0.00199661
6045, 200, 0.00739625, 0.0452472, 0.0108358, 0.0482362, 0.0445542, 0.0279038, 0.0486064, 0.0170009, 0.0259879, 0.0194625, 0.0435904, 0.0314447, 0.0187592, 0.0255636, 0.0189526, 0.0438908, 0.0247207, 0.028996, 0.0206613, 0.0342913, 0.0196655, 0.0469172, 0.0321944, 0.0171865, 0.0225859, 0.0182315, 0.0172291, 0.0180625, 0.0366701, 0.0125281, 0.0303924, 0.0326432, 0.0231577, 0.0102299, 0.019875, 0.00816745, 0.0512555, 0.0471088, 0.024766, 0.013743, 0.0109118, 0.00641239, 0.0590657, 0.0648776, 0.0377221, 0.0075001, 0.00644232, 0.00199747
6046, 200, 0.00745198, 0.0449442, 0.0107098, 0.0479782, 0.044456, 0.0275171, 0.0484785, 0.0170593, 0.0260094, 0.0194984, 0.0436273, 0.0314572, 0.0187477, 0.0255146, 0.0188875, 0.0438397, 0.0246279, 0.0290305, 0.0206079, 0.0342029, 0.0197311, 0.046736, 0.0320836, 0.0171421, 0.0224804, 0.0181032, 0.0169835, 0.0179112, 0.0364243, 0.0123575, 0.0303347, 0.0323789, 0.023097, 0.00999092, 0.019798, 0.00802561, 0.0508105, 0.0468937, 0.024885, 0.0136337, 0.0108089, 0.00633899, 0.0588151, 0.0646544, 0.0376111, 0.00753418, 0.0065676, 0.00208215
6047, 200, 0.00755065, 0.0444279, 0.0106806, 0.0476811, 0.0443508, 0.0271241, 0.0484997, 0.0171072, 0.0259579, 0.0194815, 0.0436457, 0.0314438, 0.0187128, 0.0254616, 0.0188369, 0.0437854, 0.0245734, 0.0290077, 0.0204071, 0.034118, 0.0197663, 0.0465679, 0.0320105, 0.0171799, 0.0224085, 0.0179804, 0.0169034, 0.0176686, 0.0362058, 0.0121021, 0.0302428, 0.0321741, 0.0230293, 0.0097997, 0.0197657, 0.00810852, 0.0503054, 0.0466754, 0.024949, 0.0134989, 0.0106809, 0.00620964, 0.0585349, 0.0643204, 0.0375939, 0.00756077, 0.00656398, 0.00213586
6048, 200, 0.00755249, 0.0441457, 0.0104966, 0.0473079, 0.04426, 0.0267647, 0.0485509, 0.0172031, 0.0259733, 0.0194954, 0.0436566, 0.0314543, 0.0187053, 0.0254174, 0.0187921, 0.043709, 0.0244933, 0.0290372, 0.0203555, 0.0340745, 0.0197786, 0.0465035, 0.0319234, 0.0171711, 0.0223199, 0.0178761, 0.0167114, 0.0173632, 0.0358734, 0.0119078, 0.0301348, 0.0318686, 0.0229286, 0.00955426, 0.0195434, 0.00812719, 0.0497548, 0.0464112, 0.0249675, 0.0133169, 0.0106412, 0.00611674, 0.0581824, 0.0640371, 0.0375409, 0.00765297, 0.0064944, 0.00223958
6049, 200, 0.00767482, 0.0438474, 0.0106126, 0.0469829, 0.0441493, 0.0264105, 0.0486494, 0.0172656, 0.0259634, 0.0195354, 0.0435724, 0.0314537, 0.0187035, 0.0253915, 0.0187457, 0.043651, 0.0244378, 0.0290618, 0.0202555, 0.0340003, 0.0198191, 0.0463534, 0.0318153, 0.0171589, 0.0222777, 0.0177649, 0.0163359, 0.0171744, 0.0357123, 0.0117488, 0.0299924, 0.0316167, 0.0227935, 0.00922302, 0.0194446, 0.00814915, 0.04923, 0.0461135, 0.0249875, 0.0131396, 0.0105279, 0.00602021, 0.0578342, 0.0637057, 0.0375435, 0.00762935, 0.00666728, 0.00235587
6050, 200, 0.00778683, 0.0436624, 0.0106903, 0.0466197, 0.0440495, 0.0261064, 0.0487793, 0.0173096, 0.0259329, 0.019582, 0.0434962, 0.0314926, 0.0187115, 0.0253615, 0.0186757, 0.0435656, 0.024348, 0.0290712, 0.0202004, 0.0339334, 0.0199005, 0.0462737, 0.0316881, 0.0171555, 0.0222132, 0.0176431, 0.0161277, 0.01692, 0.0353209, 0.011489, 0.0297599, 0.0312225, 0.0226295, 0.00896749, 0.0192572, 0.00819231, 0.0486544, 0.0457894, 0.0249831, 0.0129944, 0.0104841, 0.00595849, 0.0575762, 0.0634055, 0.0375395, 0.00773002, 0.00675341, 0.00237432
6051, 200, 0.00775901, 0.0437291, 0.0100734, 0.0463216, 0.0438789, 0.0257924, 0.0484869, 0.017415, 0.0263104, 0.0195832, 0.0437946, 0.0315268, 0.0186904, 0.0252955, 0.0186327, 0.0434764, 0.024329, 0.0291707, 0.0201016, 0.0338862, 0.0197665, 0.0462195, 0.0316356, 0.0172126, 0.0222068, 0.0175411, 0.0158363, 0.0166364, 0.0349722, 0.0112355, 0.029633, 0.0309684, 0.0226222, 0.00868898, 0.0191463, 0.00807725, 0.0479549, 0.0453859, 0.0248701, 0.0127947, 0.0104355, 0.00582965, 0.0571716, 0.0628879, 0.0375807, 0.00786478, 0.00666489, 0.00259471
6052, 200, 0.00798422, 0.0419221, 0.00982985, 0.046114, 0.0437625, 0.0255213, 0.048523, 0.0174634, 0.0262935, 0.0196192, 0.0438408, 0.0315441, 0.0186299, 0.0252221, 0.0185531, 0.0434288, 0.0244177, 0.0291632, 0.020035, 0.0336564, 0.019734, 0.0458933, 0.0315725, 0.0172395, 0.0221743, 0.0174442, 0.0155049, 0.0163505, 0.0345452, 0.0109925, 0.0295034, 0.0305491, 0.0224925, 0.00847415, 0.0189687, 0.00805626, 0.0472861, 0.044918, 0.0246677, 0.0125625, 0.0103788, 0.00577452, 0.0566619, 0.0624754, 0.0375891, 0.00803786, 0.00663602, 0.00273747
6053, 200, 0.00797742, 0.0431133, 0.00976155, 0.0456018, 0.043631, 0.0252939, 0.0484802, 0.0175555, 0.0263764, 0.0196123, 0.043878, 0.0315415, 0.0186056, 0.025158, 0.0184808, 0.0433833, 0.0243152, 0.029226, 0.0199906, 0.0337174, 0.0196643, 0.0459401, 0.0314602, 0.0172598, 0.0221127, 0.0173862, 0.0151203, 0.0160898, 0.0342565, 0.0107717, 0.0292909, 0.0301723, 0.0223501, 0.00816247, 0.0186795, 0.0081377, 0.0466509, 0.0444925, 0.0244868, 0.0123849, 0.0103215, 0.00564992, 0.0563023, 0.0620706, 0.0375389, 0.00814029, 0.0066223, 0.00276344
6054, 200, 0.00816332, 0.0428805, 0.00958147, 0.045294, 0.0435118, 0.0251185, 0.0485123, 0.0176827, 0.0264935, 0.0196552, 0.0438828, 0.0315357, 0.0185663, 0.025065, 0.0184096, 0.043347, 0.0243498, 0.0292706, 0.0198903, 0.0336584, 0.0197002, 0.0458853, 0.0314008, 0.0172474, 0.0221012, 0.0173708, 0.0146831, 0.0156601, 0.0338312, 0.010605, 0.0290623, 0.0296749, 0.0221682, 0.00793518, 0.0183929, 0.00811863, 0.0459577, 0.0439394, 0.0242888, 0.012202, 0.0103797, 0.00556222, 0.0558563, 0.0616209, 0.0374665, 0.00837438, 0.00672946, 0.00291868
6055, 200, 0.00830483, 0.0426106, 0.00933326, 0.0449336, 0.0434784, 0.024966, 0.0486769, 0.0180237, 0.026607, 0.0195561, 0.0439085, 0.0315137, 0.0184597, 0.0249403, 0.0184329, 0.0433127, 0.0243654, 0.0293201, 0.0198967, 0.0336083, 0.0197388, 0.0457065, 0.0313225, 0.0172944, 0.0220671, 0.0173337, 0.0142995, 0.0152622, 0.0334893, 0.0102924, 0.0288018, 0.0292855, 0.0220946, 0.00758593, 0.0180622, 0.00813666, 0.0451848, 0.0434823, 0.0239692, 0.0119443, 0.0102785, 0.005444, 0.055421, 0.0611535, 0.0374215, 0.00862844, 0.00681933, 0.00317616
6056, 200, 0.00792152, 0.0421282, 0.00927916, 0.0447188, 0.0433757, 0.0248557, 0.0485707, 0.0180662, 0.0267741, 0.0195047, 0.0440717, 0.0314167, 0.0183544, 0.0247868, 0.018301, 0.0433088, 0.0244504, 0.0293676, 0.0199373, 0.0334431, 0.0197738, 0.0456297, 0.0312978, 0.0173385, 0.0221452, 0.017325, 0.0139164, 0.0148768, 0.0330115, 0.0101435, 0.0286214, 0.0287723, 0.0219823, 0.00734825, 0.0176654, 0.00812124, 0.0444513, 0.0428602, 0.0236103, 0.0117853, 0.0105226, 0.00532158, 0.0549602, 0.0606423, 0.0372964, 0.00890845, 0.00689138, 0.00337759
6057, 200, 0.00826795, 0.0404586, 0.00900402, 0.0445277, 0.0432806, 0.0247827, 0.0487207, 0.0181175, 0.0267295, 0.0194693, 0.0440531, 0.0313459, 0.0182939, 0.0246708, 0.0181855, 0.0432765, 0.0245919, 0.029329, 0.0199061, 0.0332288, 0.0197603, 0.0454774, 0.0312051, 0.0173771, 0.0221335, 0.0173042, 0.0135427, 0.0143548, 0.0325932, 0.00989662, 0.0283991, 0.0283689, 0.021823, 0.00703539, 0.017266, 0.00810831, 0.0435598, 0.0422213, 0.0232361, 0.0114753, 0.0102409, 0.00531214, 0.0545448, 0.0601415, 0.0371854, 0.00925228, 0.00710087, 0.00362034
6058, 200, 0.00887341, 0.0402585, 0.00890155, 0.0441219, 0.0431963, 0.0247375, 0.0487632, 0.0181712, 0.0267132, 0.0194515, 0.0441245, 0.0312611, 0.0182236, 0.0245538, 0.0180789, 0.043232, 0.0246318, 0.0299026, 0.0198549, 0.0332906, 0.0198076, 0.0454294, 0.0311636, 0.0174138, 0.0221445, 0.01726, 0.0130876, 0.0138648, 0.032156, 0.00973548, 0.0281061, 0.0278595, 0.0217184, 0.00673402, 0.0167887, 0.00814773, 0.0427008, 0.0414534, 0.0228845, 0.0113175, 0.0101176, 0.00516425, 0.0538934, 0.0595473, 0.0370582, 0.00945639, 0.00723716, 0.00386404
6059, 200, 0.00754609, 0.0400764, 0.00891697, 0.0439516, 0.0431107, 0.0246688, 0.0489139, 0.0181864, 0.0267724, 0.0193941, 0.0441046, 0.0311405, 0.018138, 0.0243831, 0.0179343, 0.0432018, 0.0247755, 0.0296886, 0.0197858, 0.0330191, 0.0198104, 0.0452148, 0.0311426, 0.0174537, 0.0221852, 0.0172186, 0.0127042, 0.0132513, 0.0316585, 0.00961517, 0.0277169, 0.0272999, 0.0214951, 0.00644046, 0.016356, 0.00828166, 0.0419727, 0.0407565, 0.0224844, 0.0110728, 0.0101797, 0.00504511, 0.0533397, 0.0590401, 0.036948, 0.00977641, 0.00732968, 0.00401728
6060, 200, 0.00685862, 0.0397773, 0.00897067, 0.0437469, 0.0430558, 0.024634, 0.0490362, 0.0182418, 0.0267987, 0.0193441, 0.0440989, 0.0310456, 0.0180757, 0.0242259, 0.017802, 0.0432334, 0.0249066, 0.0294949, 0.0197122, 0.0328225, 0.0198334, 0.0450657, 0.0311552, 0.0174721, 0.0221877, 0.0171852, 0.0122484, 0.0126253, 0.0312195, 0.00949809, 0.0273955, 0.0267091, 0.0211997, 0.00621517, 0.0158757, 0.00842395, 0.0411293, 0.039987, 0.0220774, 0.0110841, 0.0100857, 0.00481069, 0.0528101, 0.0584591, 0.0368007, 0.0100275, 0.00746548, 0.00423252
6061, 200, 0.00899375, 0.0394738, 0.0081625, 0.0433356, 0.0430335, 0.0246377, 0.0495106, 0.0182479, 0.0266915, 0.0193307, 0.0439845, 0.0309657, 0.0180389, 0.0242132, 0.0177266, 0.0432433, 0.0248893, 0.0291439, 0.0196213, 0.0328822, 0.0198667, 0.0451541, 0.0310754, 0.0174441, 0.0221093, 0.017127, 0.0118517, 0.0121015, 0.0306649, 0.0093662, 0.0269984, 0.0262097, 0.0209584, 0.00600105, 0.0154196, 0.0086001, 0.0402039, 0.0391348, 0.0216539, 0.0109288, 0.0100566, 0.00461401, 0.0522655, 0.0578206, 0.0366332, 0.0103987, 0.00763551, 0.00451153
6062, 200, 0.00930933, 0.0392266, 0.00807992, 0.0430724, 0.043008, 0.0246122, 0.0497012, 0.0182459, 0.0267589, 0.0192742, 0.043963, 0.0308883, 0.0180006, 0.0241001, 0.0176192, 0.0432399, 0.0249496, 0.0289745, 0.0195873, 0.0327617, 0.0199051, 0.045056, 0.0310215, 0.017433, 0.0220766, 0.0170859, 0.0114862, 0.0117258, 0.0301541, 0.00929942, 0.0265899, 0.0256217, 0.0206654, 0.00570875, 0.0148294, 0.00865455, 0.0392727, 0.0381791, 0.0215111, 0.0105208, 0.0102324, 0.00429107, 0.051753, 0.0572649, 0.0363639, 0.0108168, 0.00797892, 0.00467285
6063, 200, 0.0096701, 0.0389782, 0.00793152, 0.0428189, 0.0430003, 0.024601, 0.0499639, 0.018266, 0.0267242, 0.019247, 0.0439731, 0.0308067, 0.0179427, 0.0240075, 0.0175162, 0.0432224, 0.025006, 0.0290065, 0.0195272, 0.0325632, 0.0199547, 0.0449647, 0.0310317, 0.017398, 0.0220533, 0.017008, 0.0111439, 0.0112189, 0.0296627, 0.00921298, 0.0263013, 0.0250574, 0.0205118, 0.00552136, 0.0142413, 0.00876747, 0.0383555, 0.0372371, 0.0210153, 0.0102272, 0.0102349, 0.00405159, 0.0511894, 0.0565774, 0.036254, 0.0111256, 0.00806941, 0.00491696
6064, 200, 0.00993609, 0.0388127, 0.00805934, 0.0424705, 0.0429705, 0.0245531, 0.0501074, 0.0182265, 0.0268091, 0.0192108, 0.044043, 0.030656, 0.0178533, 0.0238406, 0.0173593, 0.0432161, 0.025098, 0.0298403, 0.0195606, 0.0326989, 0.0198798, 0.0451327, 0.0309666, 0.0174372, 0.022012, 0.0169589, 0.0107021, 0.0108207, 0.0290685, 0.00919299, 0.0258533, 0.0244952, 0.0201919, 0.0053905, 0.0136999, 0.00896998, 0.0373593, 0.0362257, 0.020512, 0.0101065, 0.0100246, 0.0040705, 0.0505405, 0.0558074, 0.0360778, 0.0113958, 0.00816209, 0.00518763
6065, 200, 0.0108922, 0.0384627, 0.00801487, 0.042209, 0.0429746, 0.0245079, 0.0503295, 0.0182026, 0.0268666, 0.0191816, 0.0440872, 0.0305585, 0.0178273, 0.0237395, 0.0172383, 0.0432269, 0.0251388, 0.0299505, 0.0195387, 0.0326715, 0.0198993, 0.0451616, 0.0308936, 0.017417, 0.0219359, 0.0169116, 0.0102693, 0.0104938, 0.0285311, 0.009175, 0.0253891, 0.023975, 0.0199332, 0.00526529, 0.0130335, 0.0090746, 0.0363675, 0.03529, 0.019922, 0.00994982, 0.0100271, 0.00392483, 0.0498936, 0.0550639, 0.0358489, 0.0117018, 0.00844541, 0.00526604
6066, 200, 0.0111632, 0.038245, 0.00786606, 0.041841, 0.0428638, 0.0244363, 0.0504751, 0.0177599, 0.0269332, 0.0193267, 0.0441467, 0.0304376, 0.0178163, 0.0236338, 0.0169703, 0.0432372, 0.025182, 0.0300891, 0.0195408, 0.0325997, 0.0199293, 0.0452015, 0.0307995, 0.0174023, 0.0218671, 0.0168183, 0.00989822, 0.0100782, 0.0279775, 0.00914361, 0.0249322, 0.0233583, 0.0196223, 0.00524184, 0.0125042, 0.00922991, 0.0353549, 0.0342952, 0.0192971, 0.00964635, 0.00996491, 0.00367102, 0.0493045, 0.0542965, 0.035675, 0.0120334, 0.00858214, 0.00546537
6067, 200, 0.0114419, 0.0379393, 0.00794152, 0.0416183, 0.0428448, 0.0243579, 0.0506806, 0.0177031, 0.0270306, 0.0193565, 0.0441833, 0.0303295, 0.0177948, 0.0235183, 0.0168594, 0.0432338, 0.0252189, 0.030267, 0.0195682, 0.0325845, 0.0199485, 0.0451831, 0.0307349, 0.0173537, 0.0218014, 0.0167481, 0.00978102, 0.00890154, 0.0273934, 0.00924256, 0.0244584, 0.0228907, 0.0192869, 0.00524197, 0.0119045, 0.00939739, 0.0342469, 0.0333625, 0.0186486, 0.00928245, 0.00988035, 0.00349987, 0.0486094, 0.053499, 0.035451, 0.01226, 0.00867157, 0.0057576
6068, 200, 0.0117169, 0.0378913, 0.00805871, 0.0413317, 0.0428237, 0.0242692, 0.0508628, 0.0176488, 0.0271633, 0.0193123, 0.044263, 0.0302414, 0.017792, 0.0235067, 0.016754, 0.043237, 0.0252349, 0.0304183, 0.0195415, 0.0325753, 0.0199956, 0.0451929, 0.0306135, 0.0173738, 0.0218033, 0.0165438, 0.00941804, 0.00854141, 0.0267903, 0.00935792, 0.0239761, 0.0223535, 0.0189681, 0.00532649, 0.0113304, 0.00956731, 0.033415, 0.0322895, 0.0180312, 0.00912957, 0.0100091, 0.00347159, 0.0480389, 0.0527395, 0.035348, 0.0126005, 0.00870987, 0.00605357
6069, 200, 0.0120389, 0.0376121, 0.00811011, 0.0410689, 0.0427839, 0.0241746, 0.051006, 0.017605, 0.0273035, 0.019308, 0.0442274, 0.0301908, 0.0178368, 0.0235385, 0.0166874, 0.0431764, 0.0252138, 0.0305897, 0.019444, 0.0325998, 0.0200114, 0.0451893, 0.0305807, 0.0173858, 0.0217911, 0.0164779, 0.00908185, 0.00827662, 0.0262784, 0.00940486, 0.0234696, 0.0217297, 0.0185548, 0.00542233, 0.0106747, 0.00967425, 0.0323739, 0.031249, 0.0174188, 0.00884575, 0.00988461, 0.00314484, 0.0474261, 0.0519568, 0.0351636, 0.0128766, 0.00887392, 0.00629123
6070, 200, 0.0122044, 0.0373095, 0.00793023, 0.0407736, 0.0427376, 0.024089, 0.0510998, 0.0175698, 0.0274482, 0.0193232, 0.0442802, 0.0302271, 0.0178864, 0.0236827, 0.016696, 0.0431152, 0.0252041, 0.0307938, 0.0192948, 0.0326193, 0.0200256, 0.0452167, 0.0305705, 0.0174146, 0.0218097, 0.0164615, 0.00740632, 0.00813586, 0.025643, 0.00953776, 0.0229861, 0.0211916, 0.0181971, 0.00559816, 0.0101303, 0.00984739, 0.0313863, 0.0301551, 0.0166895, 0.00853899, 0.00994157, 0.00298481, 0.046826, 0.0510851, 0.0350212, 0.0131714, 0.00898756, 0.00653132
6071, 200, 0.0125647, 0.0372523, 0.00799931, 0.0404776, 0.0427314, 0.0240243, 0.0510328, 0.0175641, 0.0275748, 0.0193118, 0.0442557, 0.0302998, 0.0179447, 0.0238113, 0.0167572, 0.043081, 0.0252217, 0.0308127, 0.0191577, 0.0326349, 0.0200279, 0.045251, 0.0306001, 0.0174587, 0.0218848, 0.0164923, 0.00689344, 0.00785294, 0.0251079, 0.00963002, 0.0224542, 0.020725, 0.0177943, 0.00585204, 0.00958212, 0.0100109, 0.0304898, 0.0290766, 0.0160703, 0.00835705, 0.00996421, 0.00279926, 0.0463157, 0.0503163, 0.0349181, 0.0133889, 0.0091499, 0.00677252
6072, 200, 0.011978, 0.0370269, 0.00812259, 0.0402855, 0.042723, 0.023983, 0.0509334, 0.017614, 0.0275313, 0.0193232, 0.044145, 0.0303952, 0.0179668, 0.0238946, 0.0168381, 0.0429605, 0.0252675, 0.0307768, 0.0189624, 0.0326104, 0.0200245, 0.0452033, 0.0306725, 0.0176157, 0.0220462, 0.0165991, 0.00630831, 0.00769193, 0.0245414, 0.00978513, 0.0218665, 0.0202087, 0.017371, 0.0061974, 0.00890414, 0.0102228, 0.0295378, 0.0280883, 0.0154569, 0.00784916, 0.0102035, 0.00254061, 0.0457985, 0.0495521, 0.0348031, 0.0135787, 0.00924346, 0.00700417
6073, 200, 0.0122599, 0.0388459, 0.00825794, 0.0398957, 0.0427077, 0.0239118, 0.0508654, 0.017662, 0.0277594, 0.019329, 0.0442069, 0.0305194, 0.0180514, 0.0240251, 0.016993, 0.0428657, 0.0251778, 0.0306441, 0.0188985, 0.0328095, 0.020085, 0.0452957, 0.0307956, 0.017722, 0.0222456, 0.0167673, 0.00582446, 0.00766539, 0.0239431, 0.00984394, 0.0213211, 0.0199462, 0.0169748, 0.00656984, 0.00835886, 0.0103574, 0.0286699, 0.0269708, 0.0148466, 0.00757481, 0.0102209, 0.0023301, 0.0453018, 0.0487918, 0.0347711, 0.0137453, 0.00934384, 0.0071905
6074, 200, 0.0133894, 0.0386761, 0.00836055, 0.039557, 0.0427213, 0.023866, 0.0508241, 0.0176728, 0.027738, 0.0193986, 0.0441664, 0.0306423, 0.0180856, 0.0241455, 0.0171934, 0.042789, 0.0252041, 0.030361, 0.0189815, 0.0329047, 0.0201765, 0.0452715, 0.0309616, 0.0178265, 0.0224484, 0.0168878, 0.00532654, 0.00753245, 0.0232949, 0.00984503, 0.0206978, 0.0205445, 0.0165604, 0.00693001, 0.00809064, 0.0103662, 0.0278895, 0.0258731, 0.0143644, 0.00725826, 0.0103205, 0.00211416, 0.0448226, 0.0479839, 0.0347857, 0.013949, 0.00951821, 0.00743127
6075, 200, 0.0138077, 0.0386763, 0.00864579, 0.0393633, 0.0427248, 0.0237837, 0.050649, 0.0176857, 0.027852, 0.0194042, 0.0441414, 0.0307527, 0.0181313, 0.0242238, 0.0173992, 0.0427502, 0.0252733, 0.0302031, 0.0190571, 0.0329762, 0.0202299, 0.0451469, 0.0311264, 0.0179767, 0.0226156, 0.0170611, 0.00493604, 0.00747827, 0.0228828, 0.00993621, 0.0201949, 0.0201645, 0.016231, 0.00732159, 0.00764388, 0.0104868, 0.0269901, 0.0247345, 0.013824, 0.00704388, 0.0103673, 0.00177095, 0.0443899, 0.0471668, 0.034837, 0.0140121, 0.00950879, 0.00758347
6076, 200, 0.0141413, 0.0385937, 0.00871945, 0.0391211, 0.0427336, 0.0236957, 0.0505525, 0.0176996, 0.0278237, 0.01941, 0.0441488, 0.0308594, 0.0181586, 0.0243485, 0.0176356, 0.0427286, 0.0253826, 0.0299366, 0.0190167, 0.0330314, 0.0202799, 0.0450954, 0.0313827, 0.0181188, 0.0229104, 0.017257, 0.0044167, 0.00762388, 0.0223355, 0.0101591, 0.0196638, 0.0197815, 0.0158326, 0.00766753, 0.00711636, 0.0106766, 0.0261042, 0.0236779, 0.013331, 0.00667893, 0.0103536, 0.00150567, 0.0439277, 0.0464292, 0.0347216, 0.0141151, 0.00971748, 0.00782489
6077, 200, 0.0144671, 0.0385262, 0.00863292, 0.0388883, 0.0427484, 0.0236227, 0.0505284, 0.0176916, 0.0278707, 0.0193939, 0.0440718, 0.0309825, 0.0181819, 0.0244532, 0.0178383, 0.0427675, 0.0254835, 0.0297103, 0.0190234, 0.0330959, 0.0203827, 0.0450519, 0.0315846, 0.0182407, 0.0231347, 0.0173669, 0.0040502, 0.00736874, 0.0218247, 0.0103211, 0.0191263, 0.0194502, 0.0153446, 0.00808327, 0.00661201, 0.0108357, 0.0253076, 0.0225232, 0.012901, 0.00654257, 0.0105046, 0.0011933, 0.0434571, 0.0457138, 0.0347074, 0.0142805, 0.00998997, 0.00805809
6078, 200, 0.0147478, 0.0384697, 0.00861307, 0.038604, 0.0428313, 0.0235431, 0.0504399, 0.0182021, 0.0279041, 0.0192981, 0.0439505, 0.0310615, 0.0180973, 0.0245479, 0.0181587, 0.0428435, 0.0255753, 0.0297015, 0.019096, 0.0332154, 0.0205019, 0.0448946, 0.0317778, 0.0183823, 0.0234318, 0.0175026, 0.00365709, 0.00712485, 0.021432, 0.0105135, 0.018323, 0.0192138, 0.0147568, 0.00841238, 0.00627635, 0.0108832, 0.0244982, 0.0214805, 0.0124397, 0.00627384, 0.0105627, 0.000881138, 0.0428749, 0.0449655, 0.0346688, 0.0144381, 0.0101457, 0.0081133
6079, 200, 0.0150653, 0.0382934, 0.00857623, 0.0383781, 0.0428015, 0.0234502, 0.0503541, 0.0182395, 0.027918, 0.0192589, 0.0438831, 0.0311594, 0.0180824, 0.0246085, 0.0183362, 0.0429133, 0.0256078, 0.0299662, 0.0191005, 0.0332969, 0.0206086, 0.0447739, 0.0319693, 0.0185711, 0.0237831, 0.0176249, 0.00339476, 0.0069271, 0.0210143, 0.0106848, 0.0178071, 0.0189186, 0.0143834, 0.00864008, 0.00581914, 0.0110173, 0.0236284, 0.0203931, 0.0120852, 0.00601616, 0.0105476, 0.000496378, 0.0423952, 0.0442486, 0.034638, 0.0145382, 0.0103586, 0.0083646
6080, 200, 0.0153104, 0.0382341, 0.0085527, 0.0381885, 0.0427592, 0.0233658, 0.0501996, 0.0182744, 0.0279362, 0.0192374, 0.0438403, 0.0312319, 0.0180768, 0.0246846, 0.0184785, 0.04298, 0.0255868, 0.0302857, 0.0191071, 0.0332515, 0.0206912, 0.0446339, 0.0321102, 0.018704, 0.0241184, 0.0177477, 0.0031292, 0.00673736, 0.0206677, 0.0113119, 0.0174215, 0.0186908, 0.013965, 0.00889104, 0.00555275, 0.0111006, 0.0227391, 0.0192803, 0.011905, 0.0057484, 0.0104521, 0.000213057, 0.0419012, 0.0435245, 0.0347113, 0.0147083, 0.0105946, 0.00861628
6081, 200, 0.0156257, 0.0376152, 0.00861012, 0.038029, 0.0427339, 0.0232982, 0.0500523, 0.0182997, 0.0279098, 0.0192237, 0.0437873, 0.0312625, 0.0181058, 0.0247345, 0.0185622, 0.0430499, 0.0255643, 0.0304662, 0.0190835, 0.0331276, 0.0207742, 0.0444381, 0.0322133, 0.0188022, 0.0244869, 0.0178154, 0.00287349, 0.00660098, 0.0203599, 0.011503, 0.0169964, 0.0185081, 0.0134706, 0.0091931, 0.00527603, 0.0113044, 0.0219669, 0.0182258, 0.0116562, 0.0057798, 0.0104165, 0.000253688, 0.0413282, 0.0427982, 0.0346862, 0.0148336, 0.0108516, 0.00880608
